text,category
Or Droid RT @mention Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ?  #sxsw,Negative emotion
Really?? RT @mention Google is launching new social media site at #SXSW?? Has anyone else heard this??,Neutral emotion
sad face RT @mention We're not launching any products at #SXSW but Join us for #H4ckers &amp; 80s dancing today {link},Neutral emotion
So cool! RT @mention Updated NPR Music iPhone app song info 4 All Songs 24/7 &amp; live video streaming in time 4 #SXSW {link},Positive emotion
"So true: RT @mention &amp; @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Positive emotion
"So true! RT @mention Best Hungry at #sxsw Tip: Mekong River, great Vietnamese {link} 6th St. till 11pm via @mention",Neutral emotion
So True. RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link} cc: @mention,Neutral emotion
Sweet :) RT @mention Bday pressie for myself: iPhone 4. @mention got a matching one. Now we can fit in with hipsters #sxsw this wkd ;),Positive emotion
@mention RT: New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},Neutral emotion
@mention RT@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Neutral emotion
VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake (Please RT),Neutral emotion
Google earth engine are providing tech to indigenous tribes to report on statuses of forests. This is more like it #saveustechies #sxsw,Positive emotion
Which smartphone rules #sxsw?  Definitely the iPhone 4.  96% of Apple smartphone I've eyeballed are the iP4,Positive emotion
Class starts now. #SXSW @mention Designing iPad Interfaces - New Navigation Schemas {link},Neutral emotion
#sxsw starts today and the Apple ipad2 comes out tomorrow. I wonder if more ipad2's will be in austin apple stores for sale?,Neutral emotion
N22: Opportunity Knocks {link} [codes valid: 12:00-3:59:59p 03/13/11] #infektd #sxsw #necro,Neutral emotion
Google party @mention maggie maes rocks like it's 1986. #sxsw,Neutral emotion
Google party broke up. At the Tumblr / Funny or Die party. Fun! #sxsw,Neutral emotion
"Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!",Positive emotion
"Google party, don't think they are checking for badges if you say your on list. Free food and booze. #frood #sxsw CC @mention",Positive emotion
Google party! #sxsw (@mention GSD&amp;M w/ 157 others) {link},Positive emotion
Google party. Photo booth fun. #SXSW {link},Positive emotion
"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. ... {link} #Cnet",Neutral emotion
"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} {link}",Positive emotion
"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} #cnet",Neutral emotion
"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. http:/... {link}",Neutral emotion
"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2  /via @mention",Neutral emotion
"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)",Positive emotion
Google Serves Up Mobile Location Data #SXSW by Wireless Week  {link},Neutral emotion
"Public Service Announcement: The @mention Grill is amazing! Drinks and food for free, great company, and zazzle ipad cases! #SXSW",Neutral emotion
Just interviewed Mike Tyson in a makeshift boxing ring #SXSW about his upcoming iPhone game that will let you fight Pauly D and other celebs,Neutral emotion
Dude interviewing a donkey about an iPhone app. #hpsxsw #SXSW  {link},Neutral emotion
Will I survive #SXSW will only 1.6 gigs of space left on my iPhone? We shall see.,Negative emotion
A #browserwars panel without Apple is like a #sxsw without parties.,Positive emotion
@mention RWW: Google Circles will be ______    #sxsw {link},Neutral emotion
"Best Hungry at #sxsw Tip: Mekong River, great Vietnamese {link} 6th btw Brazos &amp; San Jacinto till 11pm via @mention",Neutral emotion
60% battery life on my iPhone and the conference is only just starting #sxsw,Neutral emotion
"#blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",Positive emotion
"Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",Neutral emotion
"thanks, Bryan RT @mention Official #SXSW App Û÷SXSW GOÛª {link} #android #iphone #ipad",Neutral emotion
&quot;Everyone here already has one.&quot; is not anti-theft protection when you leave your laptop or iPad to go get your latte. #sxsw @mention,Neutral emotion
Guess everyone wanted to design ipad apps for their mom #sxsw,Negative emotion
#SXSW #garyvee today download on iPhone daily grape,Neutral emotion
10 minutes 'til Marissa Mayer from google takes the stage #sxsw,Positive emotion
Check this @mention RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},Positive emotion
Don't miss @mention iPad app design talk this morning at 9:30 #SXSW,Neutral emotion
Don't miss @mention presentation in #CircusMash at 2 PM! Filmaster Mobile for iPhone is to be officially launched! #SXSW,Positive emotion
Watch this @mention #sxsw - #ecademy @mention {link},Neutral emotion
Watch this @mention #sxsw - #ecademy @mention {link} &gt;&gt; fascinating &amp; so true about maps saving itme - lots of it,Positive emotion
Watch this @mention #sxsw {link},Neutral emotion
#Google is / isnÛªt launching a social network at #SXSW  {link},Neutral emotion
Free brats &amp; cheesesteaks and iPad 2 giveaways at #squarespace at #sxsw! So much to do. So little time and stomach space {link},Neutral emotion
Apple'd :s &gt; #sxsw #ipad2 @mention @mention @mention and Austin from Austin's pop up Apple store :))) {link},Neutral emotion
"Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw",Positive emotion
Up next is &quot;Left Brain Search = Google. Right Brain Search = X&quot;. (Thx to @mention for the vote. :) ) {link} #SXSW,Positive emotion
iTunes has #sxsw music sampler as a free download  {link}  @mention not just about tech! @mention  @mention,Neutral emotion
I know its #SXSW time when I have an abnormal amount of app updates on my iPhone.,Neutral emotion
Google has 9 different location services. Will they be merged? #SXSW,Neutral emotion
iTunes has a #free #SXSW sampler featuring a selection of 23 of this year's performers.  {link},Neutral emotion
Apple does a popup store just for #sxsw {link} #gonnagetanipad2,Neutral emotion
#Apple has a temporary retail store at #SXSW - sweet! #iPad2,Positive emotion
Blogger is about due for an update... Google finally takes action and will showcase the new design at #SXSW {link},Positive emotion
#sxsw it's absolutely hysterical watching people take photos w an iPad!!,Neutral emotion
"2 iPad 2's acquired. In line at 9:30a, store opened at 10. Had iPads within 20 min. Not bad. Way to go Apple #SXSW team!!",Positive emotion
No way. Is Apple really manhandling #sxsw like that? RT @mention Smartphone breakdown at #sxsw (unofficÛ_ (cont) {link},Positive emotion
Line wraps around the block and down the street for ipad2s at #SXSW apple popup store. {link},Neutral emotion
Dear folks at #SXSW. Got lost? Can use a FREE compass with map built-in? Here's one: {link},Neutral emotion
Wish I was at #SXSW meeting with everyone in #TeamAndroid and the rest of the Android community. I will be there next year.,Positive emotion
NOV.US was at the Google Party at #SXSW {link},Neutral emotion
Google has been collecting data on the types of requests they've been receiving from governments globally - #privacybootcamp #sxsw,Neutral emotion
iPad 2 has been purchased. It's 90 and sunny.  Tan. 4square. So far so good at #SXSW.,Positive emotion
"Qrafter is better than all paid or free QR Code apps, because it can not only scan #vCards, it can also download them! #QRCode #iPhone #SXSW",Positive emotion
#Google 's Coming Location Dominance at #SXSW | PCMag.com {link},Neutral emotion
Most press coverage I've had in my life? Standing in the Apple line... #sxsw,Positive emotion
Steve Jobs doesn't position the iPhone as a device made in China where suicide rates are high He sells dreams #Kawasaki #thisisdare #SXSW,Negative emotion
Four hours down. Six and a half to go. But the adventure has been worth it.  #apple #SXSW,Positive emotion
Context is everything: Hollrback rolls out Android app on eve of #SXSW | @mention {link},Neutral emotion
Context is everything: Hollrback rolls out Android app on eve of #SXSW | @mention {link} via @mention,Neutral emotion
Matt Cutts from Google &amp; Duane Forrester from Bing can't stop talking about original quality content. #sxsw #raidsxsw,Neutral emotion
Dispatches from the #iPad 2 front lines {link} #aspengrove #aspengrove #austin #line #sxsw #tx,Neutral emotion
This looks fun. Party Like It's 1986 hosted by Google and the ACLUs of N California and Texas #SXSW,Positive emotion
Mindjet is going to #SXSW and to celebrate we are giving away an iPad 2! Find out how to enter here: {link},Neutral emotion
"Mindjet is going to #SXSW and we are giving away a bunch of stuff, including an iPad 2. Here's the details: {link}",Neutral emotion
Reid cites Google's Route Around as a good start to realtime/near realtime data {link} @mention #sxsw,Positive emotion
&quot;This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation.&quot; -@mention  #SXSW,Negative emotion
"iPad users have a slow, resting heart rate. Its a more leisurely use than desktops or phones. #tapworthy #sxsw",Positive emotion
Many folks have asked about my iPhone battery case. Here's the link {link} #sxsw #fb #Li,Neutral emotion
iPad users have slower and more leisurely usage than iPhone users. @mention #tapworthy #sxsw,Positive emotion
Wish I was in #SXSW right now. Lots of action taking place. I am sure it will be fun. Nevertheless google it and you will find tons of news.,Positive emotion
Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw,Negative emotion
Android vs IPhone at  #SXSW which side are you on?,Neutral emotion
My friends iphone changed BACK an hour instead of forward. Its AT&amp;T. Any hints on how to fix it?! #SXSW #iphone #help,Negative emotion
iPhone GPS is messed up. Thinks I'm in Yonkers. Almost as good as #SXSW. {link},Negative emotion
"Okay, this is really it: yay new @mention for #Android app!!!!11 kthxbai. #sxsw",Positive emotion
"&quot;This is the first of 11 shows this week,&quot; says Elliott Frazier of Ringo Deathstarr at Red 7 just now.  Location: {link}  #sxsw",Neutral emotion
Mayer says it makes sense to condense Google's location products &amp; features now that experiments show which ones are successful #SxSW #SUxSW,Neutral emotion
#SXSW Gets Its Own Apple Store -  {link},Positive emotion
#Posterous Joins The #SXSW Pile On With #PosterousEvents ForåÊiPhone {link} via @mention -&gt; #tools #photos #apps,Neutral emotion
#Posterous Joins The #SXSW Pile On With Posterous Events For #iPhone {link},Neutral emotion
#Posterous Joins The #SXSW Pile On With Posterous Events ForåÊ#iPhone {link} via @mention,Neutral emotion
Ming.ly is launching soon and celebrating by giving away an Apple TV each day! #sxsw #launch {link} via @mention,Positive emotion
"Developers Learn About Mobile Accessibility at #sxsw, Android 3.0 to Include Browser Access #a11y2go {link}",Neutral emotion
The Bus is leaving the Google party and headed to the Power Plant party at 214 w Ave. #SXSW,Neutral emotion
"15 minutes left in line for the ipad at #sxsw. think i'm gonna bail, my butt's asleep. #notreally",Neutral emotion
"With moves like this, it's no wonder Apple stays on top. {link} #sxsw",Positive emotion
Theophilus London mixing the party from his iPhone. #swag #sxsw,Neutral emotion
This makes missing #SXSW hurt more. ÛÏ@mention Apple Blog: Apple Opening Temporary iPad 2 Store to Handle SXSW Demand {link},Positive emotion
